time,x,y,z,pass,front,left,right,speed
6.892,-0.0355,0.3000,1.2700,1,999.00,0.40,999.00,1.000
7.669,-0.0703,0.6000,1.3400,1,999.00,0.40,999.00,1.000
8.396,-0.1059,0.9000,1.4100,1,999.00,0.41,3.92,1.000
9.167,-0.1412,1.2000,1.4800,1,999.00,0.42,3.95,1.000
10.203,-0.1760,1.5000,1.5500,1,999.00,0.42,3.99,1.000
11.237,-0.2101,1.8000,1.6200,1,999.00,0.42,3.99,1.000
12.264,-0.2427,2.1000,1.6900,1,999.00,0.41,4.05,1.000
16.547,-0.2747,2.4000,1.7600,1,999.00,0.41,4.05,1.000
17.297,-0.3071,2.7000,1.8300,1,999.00,0.42,4.13,1.000
18.061,-0.3389,3.0000,1.9000,1,999.00,0.42,4.13,1.000
18.796,-0.3705,3.3000,1.9700,1,999.00,0.42,4.18,1.000
19.664,-0.3988,3.6000,2.0400,1,999.00,0.40,4.23,1.000
20.416,-0.4265,3.9000,2.1100,1,999.00,0.40,4.23,1.000
21.163,-0.4547,4.2000,2.1800,1,999.00,0.41,4.27,1.000
21.916,-0.4837,4.5000,2.2000,1,999.00,0.42,5.09,1.000
22.904,-0.5137,4.8000,2.1300,1,999.00,0.43,4.33,1.000
23.646,-0.5431,5.1000,2.0600,1,999.00,0.43,4.33,1.000
24.354,-0.5698,5.4000,1.9900,1,999.00,0.42,5.17,1.000
25.552,-0.5971,5.7000,1.9200,1,999.00,0.43,4.44,1.000
26.522,-0.6238,6.0000,1.8500,1,999.00,0.43,4.44,1.000
27.305,-0.6492,6.3000,1.7800,1,999.00,0.42,4.47,1.000
28.157,-0.6742,6.6000,1.7100,1,999.00,0.42,4.47,1.000
28.937,-0.6974,6.9000,1.6400,1,999.00,0.41,4.53,1.000
29.689,-0.7201,7.2000,1.5700,1,999.00,0.41,4.53,1.000
30.420,-0.7413,7.5000,1.5000,1,999.00,0.40,5.47,1.000
31.162,-0.7621,7.8000,1.4300,1,999.00,0.40,5.47,1.000
32.032,-0.7843,8.1000,1.3600,1,999.00,0.42,4.65,1.000
32.685,-0.8061,8.4000,1.2900,1,999.00,0.42,4.65,1.000
33.473,-0.8275,8.7000,1.2200,1,999.00,0.42,4.67,1.000
34.174,-0.8485,9.0000,1.1500,1,999.00,0.42,4.67,1.000
34.886,-0.8696,9.3000,1.0800,1,999.00,0.42,5.70,1.000
35.535,-0.8902,9.6000,1.0100,1,999.00,0.42,5.70,1.000
36.435,-0.9095,9.9000,0.9400,1,999.00,0.41,5.73,1.000
37.259,-0.9284,10.2000,0.8700,1,999.00,0.41,5.74,1.000
38.000,-0.9480,10.5000,0.8000,1,999.00,0.42,5.74,1.000
38.945,-0.9661,10.8000,0.8700,1,999.00,0.41,5.76,1.000
39.640,-0.9839,11.1000,0.9400,1,999.00,0.41,5.76,1.000
40.342,-1.0018,11.4000,1.0100,1,999.00,0.42,5.80,1.000
41.259,-1.0201,11.7000,1.0800,1,999.00,0.42,5.83,1.000
41.910,-1.0379,12.0000,1.1500,1,999.00,0.42,5.85,1.000
42.797,-1.0558,12.3000,1.2200,1,999.00,0.43,5.86,1.000
43.797,-1.0723,12.6000,1.2900,1,999.00,0.42,5.89,1.000
44.580,-1.0884,12.9000,1.3600,1,999.00,0.42,5.89,1.000
45.336,-1.1038,13.2000,1.4300,1,999.00,0.42,5.92,1.000
46.145,-1.1189,13.5000,1.5000,1,999.00,0.42,5.92,1.000
47.004,-1.1354,13.8000,1.5700,1,999.00,0.43,5.90,1.000
47.736,-1.1515,14.1000,1.6400,1,999.00,0.43,5.90,1.000
48.470,-1.1657,14.4000,1.7100,1,999.00,0.42,5.91,1.000
49.191,-1.1796,14.7000,1.7800,1,999.00,0.42,5.91,1.000
50.044,-1.1940,15.0000,1.8500,1,999.00,0.42,5.91,1.000
50.771,-1.2084,15.3000,1.9200,1,999.00,0.42,5.92,1.000
51.517,-1.2220,15.6000,1.9900,1,999.00,0.42,5.91,1.000
52.502,-1.2352,15.9000,2.0600,1,999.00,0.42,5.91,1.000
53.209,-1.2481,16.2000,2.1300,1,999.00,0.42,5.91,1.000
54.008,-1.2617,16.5000,2.2000,1,999.00,0.43,5.90,1.000
54.911,-1.2748,16.8000,2.1300,1,999.00,0.42,5.91,1.000
55.613,-1.2877,17.1000,2.0600,1,999.00,0.42,5.91,1.000
56.597,-1.2988,17.4000,1.9900,1,999.00,0.41,5.94,1.000
57.496,-1.3097,17.7000,1.9200,1,999.00,0.41,5.94,1.000
58.241,-1.3199,18.0000,1.8500,1,7.89,0.41,5.99,1.000
59.115,-1.3299,18.3000,1.7800,1,7.89,0.41,5.99,1.000
60.051,-1.3399,18.6000,1.7100,1,7.11,0.41,6.03,1.000
60.778,-1.3497,18.9000,1.6400,1,7.11,0.41,6.03,1.000
61.498,-1.3617,19.2000,1.5700,1,6.70,0.43,6.07,1.000
62.374,-1.3740,19.5000,1.5000,1,5.92,0.43,6.12,1.000
63.045,-1.3860,19.8000,1.4300,1,5.92,0.43,6.12,1.000
68.144,-1.3955,20.0857,1.3600,1,4.83,0.42,6.16,0.952
68.983,-1.4048,20.3713,1.2900,1,4.83,0.42,6.16,0.952
69.692,-1.4144,20.5649,1.2200,1,3.73,0.42,6.21,0.645
70.492,-1.4237,20.7585,1.1500,1,3.73,0.42,6.21,0.645
71.224,-1.4333,20.8678,1.0800,1,2.73,0.42,6.27,0.365
71.988,-1.4426,20.9772,1.0100,1,2.73,0.42,6.27,0.365
72.677,-1.3852,21.0477,0.9400,1,2.01,0.43,0.67,0.235
73.359,-1.3279,21.1182,0.8700,1,2.01,0.43,0.67,0.235
74.226,-1.2563,21.1681,0.8000,1,1.50,0.42,0.48,0.167
74.959,-1.1846,21.2181,0.8700,1,1.50,0.42,0.48,0.167
75.643,-1.0987,21.2515,0.9400,1,1.08,0.34,0.31,0.111
76.461,-1.0278,21.2887,1.0100,1,1.18,0.42,0.32,0.124
77.311,-0.9597,21.3279,1.0800,1,1.23,0.41,0.31,0.131
78.055,-0.8915,21.3672,1.1500,1,1.23,0.41,0.31,0.131
78.699,-0.8341,21.4142,1.2200,1,1.42,0.41,0.32,0.157
79.594,-0.7852,21.4679,1.2900,1,1.59,0.42,0.35,0.179
80.366,-0.7430,21.5238,1.3600,1,1.65,0.42,0.32,0.186
81.140,-0.6831,21.5857,1.4300,1,1.80,0.41,5.63,0.206
82.036,-0.6244,21.6490,1.5000,1,1.83,0.42,5.58,0.211
82.723,-0.5669,21.7199,1.5700,1,2.02,0.43,5.50,0.236
83.550,-0.5091,21.7920,1.6400,1,2.05,0.42,5.44,0.240
84.438,-0.4518,21.8715,1.7100,1,2.24,0.43,5.36,0.265
85.155,-0.3930,21.9528,1.7800,1,2.28,0.42,5.29,0.271
85.935,-0.3334,22.0354,1.8500,1,2.31,0.41,5.22,0.275
86.787,-0.2754,22.1192,1.9200,1,2.35,0.42,5.15,0.280
87.518,-0.2166,22.2054,1.9900,1,2.40,0.42,5.06,0.287
88.409,-0.1577,22.2927,2.0600,1,2.43,0.41,4.99,0.291
89.532,-0.0996,22.3801,2.1300,1,2.43,0.42,4.93,0.291
90.213,-0.0416,22.4675,2.2000,1,2.43,0.42,4.93,0.291
90.920,0.0174,22.5522,2.1300,1,2.37,0.41,4.74,0.282
91.625,0.0763,22.6370,2.0600,1,2.37,0.41,4.74,0.282
92.424,0.1348,22.7160,1.9900,1,2.23,0.42,4.64,0.263
93.150,0.1932,22.7883,1.9200,1,2.06,0.42,4.60,0.241
94.027,0.2499,22.8571,1.8500,1,1.97,0.43,4.56,0.229
94.749,0.3074,22.9198,1.7800,1,1.82,0.43,4.51,0.209
95.495,0.3754,22.9739,1.7100,1,1.60,0.42,4.45,0.180
96.527,0.4564,23.0207,1.6400,1,1.42,0.41,4.43,0.156
97.300,0.5373,23.0674,1.5700,1,1.42,0.41,4.43,0.156
98.017,0.6238,23.1059,1.5000,1,1.21,0.32,0.35,0.128
98.901,0.7191,23.1372,1.4300,1,1.03,0.31,0.32,0.104
99.552,0.8144,23.1686,1.3600,1,1.03,0.31,0.32,0.104
103.732,0.9214,23.1836,1.2900,1,0.80,0.31,0.30,0.050
104.485,1.0284,23.1986,1.2200,1,0.80,0.31,0.30,0.050
105.366,1.1376,23.2136,1.1500,1,0.80,0.30,0.31,0.050
106.083,1.2469,23.2286,1.0800,1,0.80,0.30,0.31,0.050
106.755,1.3550,23.2436,1.0100,1,0.81,0.30,0.30,0.050
107.675,1.4641,23.2586,0.9400,1,0.80,0.30,0.30,0.050
108.388,1.5731,23.2736,0.8700,1,0.80,0.30,0.30,0.050
109.165,1.6776,23.2886,0.8000,1,0.88,0.30,0.30,0.050
110.107,1.7975,23.3036,0.8700,1,0.83,0.32,0.42,0.050
110.823,1.9175,23.3186,0.9400,1,0.83,0.32,0.42,0.050
111.609,2.0292,23.3336,1.0100,1,0.82,0.30,0.33,0.050
112.400,2.1368,23.3486,1.0800,1,0.80,0.31,0.30,0.050
113.392,2.2441,23.3636,1.1500,1,0.82,0.31,0.30,0.050
114.138,2.3513,23.3786,1.2200,1,0.82,0.31,0.30,0.050
121.964,-0.5372,0.3000,1.2700,2,999.00,0.42,4.38,1.000
123.392,-0.5733,0.6000,1.3400,2,999.00,0.41,4.38,1.000
124.303,-0.6086,0.9000,1.4100,2,999.00,0.41,4.38,1.000
124.999,-0.6442,1.2000,1.4800,2,999.00,0.42,4.46,1.000
125.744,-0.6790,1.5000,1.5500,2,999.00,0.42,4.46,1.000
126.431,-0.7124,1.8000,1.6200,2,999.00,0.41,5.46,1.000
127.101,-0.7452,2.1000,1.6900,2,999.00,0.41,5.46,1.000
127.805,-0.7773,2.4000,1.7600,2,999.00,0.41,5.47,1.000
128.593,-0.8087,2.7000,1.8300,2,999.00,0.41,5.47,1.000
129.323,-0.8392,3.0000,1.9000,2,999.00,0.41,4.67,1.000
130.047,-0.8690,3.3000,1.9700,2,999.00,0.41,4.67,1.000
130.729,-0.8987,3.6000,2.0400,2,999.00,0.41,4.72,1.000
131.799,-0.9299,3.9000,2.1100,2,999.00,0.43,5.55,1.000
132.532,-0.9605,4.2000,2.1800,2,999.00,0.43,5.55,1.000
133.431,-0.9903,4.5000,2.2000,2,999.00,0.43,5.60,1.000
134.189,-1.0194,4.8000,2.1300,2,999.00,0.43,5.60,1.000
134.865,-1.0463,5.1000,2.0600,2,999.00,0.42,4.87,1.000
138.958,-1.0726,5.4000,1.9900,2,999.00,0.42,4.87,1.000
139.698,-1.1002,5.7000,1.9200,2,999.00,0.43,4.93,1.000
140.376,-1.1273,6.0000,1.8500,2,999.00,0.43,4.93,1.000
141.197,-1.1528,6.3000,1.7800,2,999.00,0.42,4.99,1.000
142.146,-1.1777,6.6000,1.7100,2,999.00,0.42,5.02,1.000
142.769,-1.2021,6.9000,1.6400,2,999.00,0.42,5.02,1.000
143.734,-1.2277,7.2000,1.5700,2,999.00,0.43,5.94,1.000
144.742,-1.2528,7.5000,1.5000,2,999.00,0.43,5.94,1.000
145.481,-1.2767,7.8000,1.4300,2,999.00,0.43,6.02,1.000
146.166,-1.2992,8.1000,1.3600,2,999.00,0.42,6.05,1.000
146.840,-1.3212,8.4000,1.2900,2,999.00,0.42,6.05,1.000
147.637,-1.3415,8.7000,1.2200,2,999.00,0.41,5.19,1.000
148.346,-1.3614,9.0000,1.1500,2,999.00,0.41,5.20,1.000
149.114,-1.3817,9.3000,1.0800,2,999.00,0.42,5.22,1.000
149.952,-1.4016,9.6000,1.0100,2,999.00,0.42,5.24,1.000
150.702,-1.4215,9.9000,0.9400,2,999.00,0.42,6.24,1.000
151.744,-1.4417,10.2000,0.8700,2,999.00,0.43,6.25,1.000
152.390,-1.4615,10.5000,0.8000,2,999.00,0.43,6.25,1.000
153.396,-1.4799,10.8000,0.8700,2,999.00,0.42,6.28,1.000
154.351,-1.4980,11.1000,0.9400,2,999.00,0.42,6.28,1.000
155.140,-1.5160,11.4000,1.0100,2,999.00,0.42,6.31,1.000
155.829,-1.5336,11.7000,1.0800,2,999.00,0.42,6.31,1.000
156.734,-1.5509,12.0000,1.1500,2,999.00,0.42,6.36,1.000
157.735,-1.5680,12.3000,1.2200,2,999.00,0.42,6.36,1.000
158.425,-1.5841,12.6000,1.2900,2,999.00,0.42,6.41,1.000
159.097,-1.5998,12.9000,1.3600,2,999.00,0.42,6.41,1.000
159.857,-1.6163,13.2000,1.4300,2,999.00,0.43,6.42,1.000
160.650,-1.6325,13.5000,1.5000,2,999.00,0.43,6.42,1.000
161.391,-1.6469,13.8000,1.5700,2,999.00,0.41,6.41,1.000
162.062,-1.6610,14.1000,1.6400,2,999.00,0.41,6.41,1.000
162.790,-1.6754,14.4000,1.7100,2,999.00,0.42,6.42,1.000
163.741,-1.6899,14.7000,1.7800,2,999.00,0.42,6.41,1.000
164.739,-1.7040,15.0000,1.8500,2,999.00,0.42,6.41,1.000
165.425,-1.7197,15.3000,1.9200,2,999.00,0.44,6.41,1.000
166.206,-1.7350,15.6000,1.9900,2,999.00,0.44,6.41,1.000
166.911,-1.7503,15.9000,2.0600,2,999.00,0.44,6.42,1.000
167.760,-1.7653,16.2000,2.1300,2,999.00,0.44,6.42,1.000
168.442,-1.7774,16.5000,2.2000,2,999.00,0.42,6.41,1.000
169.260,-1.7894,16.8000,2.1300,2,999.00,0.42,6.41,1.000
170.043,-1.7993,17.1000,2.0600,2,999.00,0.40,6.42,1.000
170.799,-1.8097,17.4000,1.9900,2,999.00,0.41,6.43,1.000
175.110,-1.8197,17.7000,1.9200,2,999.00,0.41,6.46,1.000
176.035,-1.8295,18.0000,1.8500,2,999.00,0.41,6.46,1.000
176.694,-1.8391,18.3000,1.7800,2,7.42,0.41,6.52,1.000
177.701,-1.8484,18.6000,1.7100,2,7.42,0.41,6.52,1.000
178.544,-1.8583,18.9000,1.6400,2,6.71,0.41,6.57,1.000
179.331,-1.8679,19.2000,1.5700,2,6.71,0.41,6.57,1.000
180.149,-1.8775,19.5000,1.5000,2,5.96,0.41,6.59,1.000
180.940,-1.8870,19.8000,1.4300,2,5.96,0.41,6.59,1.000
181.639,-1.8987,20.0880,1.3600,2,4.86,0.43,6.66,0.960
182.351,-1.9101,20.3759,1.2900,2,4.86,0.43,6.66,0.960
183.046,-1.9196,20.5721,1.2200,2,3.76,0.42,6.71,0.654
184.018,-1.9288,20.7682,1.1500,2,3.76,0.42,6.71,0.654
184.746,-1.9380,20.8761,1.0800,2,2.71,0.42,6.75,0.360
185.542,-1.9469,20.9840,1.0100,2,2.71,0.42,6.75,0.360
186.189,-1.8880,21.0536,0.9400,2,1.99,0.41,1.23,0.232
187.026,-1.8291,21.1232,0.8700,2,1.99,0.41,1.23,0.232
187.793,-1.7428,21.1725,0.8000,2,1.48,0.33,0.96,0.164
188.448,-1.6564,21.2218,0.8700,2,1.48,0.33,0.96,0.164
189.137,-1.5454,21.2544,0.9400,2,1.07,0.35,0.68,0.109
190.030,-1.4334,21.2895,1.0100,2,1.13,0.31,0.68,0.117
190.741,-1.3288,21.3276,1.0800,2,1.20,0.33,0.62,0.127
191.675,-1.2413,21.3694,1.1500,2,1.30,0.42,0.51,0.140
192.393,-1.1538,21.4113,1.2200,2,1.30,0.42,0.51,0.140
193.266,-1.0747,21.4583,1.2900,2,1.42,0.41,0.49,0.157
194.005,-0.9955,21.5052,1.3600,2,1.42,0.41,0.49,0.157
194.997,-0.9273,21.5590,1.4300,2,1.60,0.42,5.91,0.179
195.704,-0.8591,21.6129,1.5000,2,1.60,0.42,5.91,0.179
196.369,-0.8002,21.6750,1.5700,2,1.80,0.41,5.75,0.207
197.104,-0.7424,21.7388,1.6400,2,1.84,0.42,5.65,0.212
198.027,-0.6844,21.8096,1.7100,2,2.02,0.42,5.58,0.236
198.772,-0.6268,21.8829,1.7800,2,2.08,0.42,5.52,0.244
199.541,-0.5692,21.9631,1.8500,2,2.26,0.43,5.45,0.268
200.430,-0.5108,22.0450,1.9200,2,2.30,0.42,5.37,0.273
201.090,-0.4532,22.1278,1.9900,2,2.32,0.43,5.29,0.276
202.017,-0.3954,22.2116,2.0600,2,2.35,0.42,5.23,0.279
202.939,-0.3373,22.2965,2.1300,2,2.37,0.42,5.16,0.283
203.678,-0.2793,22.3814,2.2000,2,2.37,0.42,5.16,0.283
204.474,-0.2229,22.4671,2.1300,2,2.39,0.43,5.02,0.286
205.102,-0.1666,22.5528,2.0600,2,2.39,0.43,5.02,0.286
206.037,-0.1082,22.6330,1.9900,2,2.25,0.42,4.91,0.267
209.961,-0.0508,22.7092,1.9200,2,2.16,0.43,4.87,0.254
210.787,0.0066,22.7854,1.8500,2,2.16,0.43,4.87,0.254
211.458,0.0728,22.8411,1.7800,2,1.64,0.41,4.75,0.186
212.276,0.1389,22.8968,1.7100,2,1.64,0.41,4.75,0.186
213.035,0.2296,22.9426,1.6400,2,1.39,0.34,4.66,0.152
213.773,0.3204,22.9883,1.5700,2,1.39,0.34,4.66,0.152
214.533,0.4140,23.0242,1.5000,2,1.15,0.33,0.38,0.120
215.166,0.5077,23.0601,1.4300,2,1.15,0.33,0.38,0.120
215.890,0.6110,23.0751,1.3600,2,0.91,0.30,0.31,0.050
216.725,0.7143,23.0901,1.2900,2,0.91,0.30,0.31,0.050
217.395,0.8220,23.1051,1.2200,2,0.80,0.31,0.30,0.050
218.065,0.9297,23.1201,1.1500,2,0.80,0.31,0.30,0.050
218.927,1.0387,23.1351,1.0800,2,0.80,0.30,0.30,0.050
220.013,1.1476,23.1501,1.0100,2,0.80,0.30,0.30,0.050
220.648,1.2564,23.1651,0.9400,2,0.81,0.30,0.30,0.050
221.526,1.3653,23.1801,0.8700,2,0.81,0.30,0.30,0.050
222.214,1.4727,23.1951,0.8000,2,0.82,0.30,0.30,0.050
222.864,1.5802,23.2101,0.8700,2,0.82,0.30,0.30,0.050
223.644,1.6877,23.2251,0.9400,2,0.82,0.30,0.30,0.050
224.384,1.8010,23.2401,1.0100,2,0.83,0.30,0.35,0.050
225.205,1.9100,23.2551,1.0800,2,0.81,0.30,0.31,0.050
226.073,2.0175,23.2701,1.1500,2,0.81,0.31,0.30,0.050
234.010,0.4642,0.3000,1.2700,3,999.00,0.40,3.39,1.000
234.825,0.4274,0.6000,1.3400,3,999.00,0.42,3.38,1.000
235.657,0.3927,0.9000,1.4100,3,999.00,0.41,3.43,1.000
236.414,0.3581,1.2000,1.4800,3,999.00,0.41,3.46,1.000
237.311,0.3236,1.5000,1.5500,3,999.00,0.42,3.50,1.000
238.011,0.2898,1.8000,1.6200,3,999.00,0.42,3.50,1.000
238.759,0.2554,2.1000,1.6900,3,999.00,0.43,3.56,1.000
239.585,0.2229,2.4000,1.7600,3,999.00,0.42,3.59,1.000
240.375,0.1904,2.7000,1.8300,3,999.00,0.42,3.62,1.000
241.303,0.1587,3.0000,1.9000,3,999.00,0.42,3.65,1.000
241.964,0.1277,3.3000,1.9700,3,999.00,0.42,3.65,1.000
245.990,0.0966,3.6000,2.0400,3,999.00,0.43,3.73,1.000
246.645,0.0662,3.9000,2.1100,3,999.00,0.43,3.73,1.000
247.387,0.0380,4.2000,2.1800,3,999.00,0.41,3.75,1.000
248.072,0.0104,4.5000,2.2000,3,999.00,0.41,3.75,1.000
248.918,-0.0173,4.8000,2.1300,3,999.00,0.42,3.84,1.000
249.663,-0.0445,5.1000,2.0600,3,999.00,0.42,3.84,1.000
250.593,-0.0715,5.4000,1.9900,3,999.00,0.42,3.90,1.000
251.481,-0.0973,5.7000,1.9200,3,999.00,0.42,4.16,1.000
252.273,-0.1227,6.0000,1.8500,3,999.00,0.42,4.16,1.000
253.074,-0.1488,6.3000,1.7800,3,999.00,0.43,3.98,1.000
253.817,-0.1744,6.6000,1.7100,3,999.00,0.43,3.98,1.000
254.754,-0.1981,6.9000,1.6400,3,999.00,0.42,4.03,1.000
255.593,-0.2214,7.2000,1.5700,3,999.00,0.42,4.03,1.000
256.266,-0.2436,7.5000,1.5000,3,999.00,0.41,4.09,1.000
256.978,-0.2653,7.8000,1.4300,3,999.00,0.41,4.09,1.000
257.611,-0.2878,8.1000,1.3600,3,999.00,0.42,4.11,1.000
258.327,-0.3097,8.4000,1.2900,3,999.00,0.42,4.11,1.000
259.090,-0.3320,8.7000,1.2200,3,999.00,0.43,4.17,1.000
259.711,-0.3538,9.0000,1.1500,3,999.00,0.43,4.17,1.000
260.598,-0.3741,9.3000,1.0800,3,999.00,0.42,4.22,1.000
261.258,-0.3940,9.6000,1.0100,3,999.00,0.42,4.22,1.000
261.972,-0.4133,9.9000,0.9400,3,999.00,0.42,5.21,1.000
262.881,-0.4332,10.2000,0.8700,3,999.00,0.42,5.25,1.000
263.580,-0.4527,10.5000,0.8000,3,999.00,0.42,5.25,1.000
264.295,-0.4726,10.8000,0.8700,3,999.00,0.43,5.28,1.000
265.125,-0.4894,11.1000,0.9400,3,999.00,0.41,5.28,1.000
266.033,-0.5061,11.4000,1.0100,3,999.00,0.41,5.32,1.000
266.752,-0.5242,11.7000,1.0800,3,999.00,0.42,5.33,1.000
267.697,-0.5416,12.0000,1.1500,3,999.00,0.42,5.35,1.000
268.354,-0.5586,12.3000,1.2200,3,999.00,0.42,5.35,1.000
269.282,-0.5752,12.6000,1.2900,3,999.00,0.42,5.40,1.000
269.974,-0.5915,12.9000,1.3600,3,999.00,0.42,5.40,1.000
270.689,-0.6093,13.2000,1.4300,3,999.00,0.43,5.44,1.000
271.502,-0.6243,13.5000,1.5000,3,999.00,0.42,5.42,1.000
272.351,-0.6396,13.8000,1.5700,3,999.00,0.42,5.44,1.000
273.244,-0.6548,14.1000,1.6400,3,999.00,0.42,5.42,1.000
273.922,-0.6700,14.4000,1.7100,3,999.00,0.42,5.44,1.000
274.928,-0.6851,14.7000,1.7800,3,999.00,0.43,5.42,1.000
275.603,-0.6999,15.0000,1.8500,3,999.00,0.43,5.42,1.000
276.388,-0.7131,15.3000,1.9200,3,999.00,0.42,5.42,1.000
277.281,-0.7276,15.6000,1.9900,3,999.00,0.43,5.43,1.000
281.359,-0.7417,15.9000,2.0600,3,999.00,0.43,5.43,1.000
282.180,-0.7545,16.2000,2.1300,3,999.00,0.42,5.43,1.000
282.995,-0.7670,16.5000,2.2000,3,999.00,0.42,5.43,1.000
283.905,-0.7794,16.8000,2.1300,3,999.00,0.42,5.41,1.000
284.663,-0.7916,17.1000,2.0600,3,999.00,0.42,5.41,1.000
285.394,-0.8036,17.4000,1.9900,3,999.00,0.42,5.45,1.000
286.066,-0.8154,17.7000,1.9200,3,999.00,0.42,5.45,1.000
286.908,-0.8270,18.0000,1.8500,3,7.79,0.42,5.49,1.000
287.643,-0.8383,18.3000,1.7800,3,7.79,0.42,5.49,1.000
288.307,-0.8506,18.6000,1.7100,3,7.08,0.43,5.56,1.000
289.226,-0.8598,18.9000,1.6400,3,6.72,0.41,5.58,1.000
289.900,-0.8707,19.2000,1.5700,3,6.38,0.42,5.60,1.000
290.928,-0.8811,19.5000,1.5000,3,6.02,0.42,5.63,1.000
291.628,-0.8912,19.8000,1.4300,3,6.02,0.42,5.63,1.000
292.439,-0.9008,20.1000,1.3600,3,5.07,0.42,5.68,1.000
293.354,-0.9093,20.3714,1.2900,3,4.66,0.41,5.70,0.905
294.101,-0.9176,20.6428,1.2200,3,4.66,0.41,5.70,0.905
294.923,-0.9265,20.8027,1.1500,3,3.33,0.42,5.76,0.533
295.808,-0.9352,20.9627,1.0800,3,3.33,0.42,5.76,0.533
296.912,-0.8770,21.0497,1.0100,3,2.42,0.42,0.70,0.290
297.568,-0.8189,21.1366,0.9400,3,2.42,0.42,0.70,0.290
298.236,-0.7834,21.1990,0.8700,3,1.81,0.42,0.32,0.208
299.120,-0.7375,21.2528,0.8000,3,1.60,0.43,0.33,0.179
299.927,-0.6917,21.3066,0.8700,3,1.60,0.43,0.33,0.179
300.573,-0.6262,21.3462,0.9400,3,1.24,0.43,0.31,0.132
301.327,-0.5606,21.3858,1.0100,3,1.24,0.43,0.31,0.132
302.076,-0.5017,21.4323,1.0800,3,1.41,0.40,0.32,0.155
302.973,-0.4428,21.4788,1.1500,3,1.41,0.40,0.32,0.155
303.729,-0.3978,21.5347,1.2200,3,1.65,0.42,0.34,0.186
304.409,-0.3527,21.5906,1.2900,3,1.65,0.42,0.34,0.186
305.318,-0.2839,21.6543,1.3600,3,1.84,0.34,3.62,0.212
305.958,-0.2151,21.7179,1.4300,3,1.84,0.34,3.62,0.212
306.721,-0.1573,21.7902,1.5000,3,2.06,0.42,5.12,0.241
307.673,-0.0986,21.8709,1.5700,3,2.27,0.42,5.05,0.269
308.324,-0.0398,21.9516,1.6400,3,2.27,0.42,5.05,0.269
309.285,0.0177,22.0343,1.7100,3,2.32,0.43,4.90,0.276
310.144,0.0752,22.1170,1.7800,3,2.32,0.43,4.90,0.276
310.931,0.1323,22.2032,1.8500,3,2.41,0.43,4.73,0.287
312.072,0.1893,22.2895,1.9200,3,2.41,0.43,4.73,0.287
312.963,0.2055,22.3816,1.9900,3,2.53,0.42,4.59,0.307
316.993,0.2213,22.4737,2.0600,3,2.53,0.42,4.59,0.307
317.811,0.2796,22.5577,2.1300,3,2.35,0.42,4.46,0.280
318.480,0.3389,22.6397,2.2000,3,2.30,0.41,4.44,0.273
319.196,0.3983,22.7216,2.1300,3,2.30,0.41,4.44,0.273
320.165,0.4552,22.8004,2.0600,3,2.22,0.43,4.30,0.263
320.805,0.5121,22.8793,1.9900,3,2.22,0.43,4.30,0.263
321.476,0.5710,22.9484,1.9200,3,1.98,0.42,4.21,0.230
322.252,0.6298,23.0175,1.8500,3,1.98,0.42,4.21,0.230
323.010,0.6894,23.0780,1.7800,3,1.76,0.41,4.12,0.202
323.789,0.7490,23.1384,1.7100,3,1.76,0.41,4.12,0.202
324.552,0.8146,23.1903,1.6400,3,1.55,0.33,0.36,0.173
325.256,0.8802,23.2422,1.5700,3,1.55,0.33,0.36,0.173
326.001,0.9617,23.2785,1.5000,3,1.16,0.34,0.30,0.121
326.972,1.0706,23.2935,1.4300,3,0.81,0.31,0.32,0.050
327.778,1.1795,23.3085,1.3600,3,0.81,0.31,0.32,0.050
328.444,1.2894,23.3235,1.2900,3,0.80,0.31,0.31,0.050
329.260,1.3968,23.3385,1.2200,3,0.80,0.31,0.30,0.050
329.940,1.5045,23.3535,1.1500,3,0.80,0.31,0.30,0.050
330.796,1.6128,23.3685,1.0800,3,0.81,0.30,0.30,0.050
331.646,1.7219,23.3835,1.0100,3,0.80,0.31,0.31,0.050
332.306,1.8313,23.3985,0.9400,3,0.80,0.31,0.31,0.050
333.367,1.9425,23.4135,0.8700,3,0.81,0.30,0.32,0.050
334.279,2.0537,23.4285,0.8000,3,0.81,0.30,0.32,0.050
335.172,2.1484,23.4435,0.8700,3,0.82,0.42,0.32,0.050
335.858,2.2432,23.4585,0.9400,3,0.82,0.42,0.32,0.050
336.752,2.3542,23.4735,1.0100,3,0.80,0.30,0.32,0.050
337.524,2.4651,23.4885,1.0800,3,0.80,0.30,0.32,0.050
